500
0	59	9	71	24	91	91	98	38	35	89	32	18	75	79	48	39	32	53	36	55	14	83	66	83	22	38	21	2	91	76	44	1	84	66	24	26	9	74	64	95	62	95	13	37	73	60	27	56	12	62	10	25	96	75	59	17	12	31	71	54	7	66	7	42	31	30	68	91	3	31	86	17	77	98	5	1	57	31	56	20	44	66	96	91	92	54	59	56	85	29	61	43	46	67	84	77	97	51	67	51	33	4	19	9	1	75	9	57	57	17	28	100	34	23	42	25	29	1	32	13	29	93	7	75	59	90	3	7	93	21	10	25	25	28	34	25	55	94	34	11	10	61	63	95	36	4	20	64	4	51	28	33	95	34	59	54	23	61	12	15	33	21	92	57	1	77	34	55	70	19	65	32	31	27	26	66	83	97	81	86	100	8	70	94	41	28	99	16	40	11	82	25	83	73	81	35	49	66	41	71	36	58	54	67	36	31	84	18	28	17	4	79	24	73	24	17	53	23	32	92	85	65	16	19	90	49	54	90	66	94	60	2	51	65	20	87	96	55	56	75	71	59	53	47	32	76	63	36	50	46	27	86	10	95	5	99	95	10	89	60	3	100	13	6	17	84	44	64	39	99	38	61	10	42	7	93	69	21	28	71	66	54	56	28	100	60	26	94	69	66	6	24	18	18	81	34	2	24	97	92	74	86	4	83	27	11	75	47	83	2	17	49	8	25	76	7	84	53	53	5	71	58	80	88	75	60	73	28	35	69	19	60	6	75	43	84	85	69	30	67	71	99	67	30	23	94	88	58	47	40	14	17	97	93	56	24	4	28	3	90	48	74	50	53	48	44	36	84	12	65	50	34	15	69	15	37	62	3	95	60	42	8	76	91	53	83	66	56	10	68	46	57	41	47	61	88	90	96	71	53	13	73	87	27	93	1	64	54	55	10	66	49	69	41	39	21	76	56	29	85	75	26	94	68	72	54	55	13	2	78	65	14	2	51	40	94	4	55	99	58	16	64	6	85	57	96	57	32	51	37	68	78	62	13	45	85	19	51	97	20	28	62	33	81	64	72	26	67	79	25	77	94	40	82	78	48	30	87	31	32	23	99	9	37	63	53	21	81	4	18	100	83	31	32	16	94	56	41	13
34	0	17	89	79	9	22	9	56	3	95	87	35	17	37	43	53	51	48	26	32	3	43	83	37	25	67	52	18	22	93	82	7	61	22	85	69	96	93	77	98	39	15	32	8	3	27	12	53	74	37	84	76	31	19	12	55	85	16	25	6	60	6	64	20	80	100	41	75	45	17	72	83	31	4	42	33	30	54	37	55	90	73	30	73	91	93	27	75	8	3	32	19	9	95	39	88	94	31	62	90	47	85	25	29	88	66	13	69	19	49	23	61	21	4	33	11	49	11	37	8	14	68	27	74	62	65	61	8	95	74	49	93	58	73	73	98	39	85	18	9	85	41	69	58	96	53	20	44	16	57	52	29	24	78	54	38	94	66	45	40	39	45	84	48	18	56	97	56	92	15	64	28	7	85	85	54	89	5	50	4	13	1	84	36	30	37	73	75	2	69	66	92	14	49	92	83	56	40	38	47	54	53	26	12	37	11	18	78	67	67	81	79	19	65	14	48	1	39	74	55	59	39	98	24	87	89	6	94	29	43	92	34	48	17	98	36	27	15	13	93	81	94	23	99	10	37	98	62	27	71	16	85	9	66	9	47	54	66	40	82	61	31	68	8	99	65	43	26	79	8	70	11	53	93	9	62	81	6	75	59	28	43	43	36	8	3	34	61	69	25	95	81	7	62	88	5	26	82	82	56	89	52	66	93	96	26	54	28	83	29	86	10	23	80	97	30	35	30	90	55	6	36	35	12	97	22	68	74	55	50	81	96	53	46	88	100	23	42	27	5	22	64	14	44	43	62	73	29	43	14	83	48	50	17	11	98	90	79	24	45	80	4	40	32	2	79	31	76	20	9	81	93	72	46	88	66	8	12	95	2	26	77	50	27	46	12	76	87	90	51	83	69	7	74	52	60	53	34	35	24	42	67	17	65	13	56	31	72	68	77	73	45	5	74	23	50	86	50	89	27	1	71	96	59	45	99	18	49	33	52	72	74	19	40	91	83	96	21	54	63	97	78	59	1	52	81	3	37	30	43	63	82	13	10	40	9	61	57	57	93	61	81	18	31	20	8	65	67	80	70	81	28	47	39	81	50	19	35	86	1	77	1	82	89	62	74	50	22	82	58	66	42	38	84	24	10	43	88	76
23	57	0	57	2	56	95	82	5	66	16	43	18	92	43	51	33	56	24	82	78	6	91	95	99	29	78	23	90	73	62	65	95	71	73	48	26	20	30	30	37	45	24	54	89	66	4	21	74	28	54	3	85	96	97	83	76	27	57	65	99	19	82	45	89	54	92	66	25	21	95	61	18	19	14	6	36	18	78	61	97	83	63	81	78	60	15	54	86	72	18	84	90	51	80	30	57	71	95	81	92	41	42	61	11	7	66	47	76	95	7	72	77	22	4	54	33	19	59	18	90	77	53	31	79	32	12	35	54	6	16	45	98	9	5	9	67	22	7	43	16	65	66	92	86	70	98	18	88	56	87	29	84	39	11	63	22	22	97	76	79	64	72	76	24	29	84	91	50	42	85	18	7	50	61	92	71	10	62	58	66	48	38	1	39	48	15	60	21	12	87	99	27	11	27	3	39	62	93	40	4	29	9	10	78	70	53	49	79	14	58	96	62	48	49	100	47	63	11	68	26	50	18	53	60	44	7	50	6	51	89	61	79	98	70	8	19	22	8	49	36	66	97	97	65	45	48	11	7	58	78	85	7	96	89	18	91	95	67	96	45	56	56	75	5	77	82	75	51	90	75	86	7	71	34	71	67	33	81	26	90	11	10	49	6	98	18	48	92	85	44	88	92	51	62	48	80	43	22	30	84	96	15	90	19	100	60	85	32	93	10	73	3	19	73	60	68	91	7	59	75	2	98	18	5	59	65	84	54	86	13	37	33	79	27	51	30	38	88	13	82	97	37	84	68	10	95	35	52	2	46	78	3	95	95	59	54	59	42	7	96	6	43	80	36	21	83	65	11	70	77	92	18	14	76	37	75	22	24	78	23	69	55	78	63	1	36	68	11	78	26	58	35	21	37	71	41	19	87	3	40	64	95	58	29	22	46	55	43	69	32	66	89	38	95	4	38	30	71	100	59	97	57	94	17	93	16	9	64	2	12	3	17	58	12	97	79	58	51	73	26	34	90	15	23	84	18	12	66	40	11	24	36	67	69	4	12	36	65	75	38	28	77	54	37	41	3	15	98	5	87	23	39	77	37	13	12	6	25	77	46	87	53	33	54	21	89	17	57	5	91	46	84	19	51	20	59	53	34	56
58	72	31	0	48	100	19	60	64	25	36	40	22	23	92	6	28	65	94	44	21	50	86	18	33	4	68	52	15	21	37	22	30	61	52	29	12	23	40	75	99	76	15	20	50	58	25	29	22	71	72	94	20	57	11	5	12	31	56	78	3	45	52	32	5	3	12	16	77	51	91	75	78	57	94	79	66	71	7	88	93	78	33	64	86	96	68	50	26	24	79	28	68	30	11	24	85	22	39	61	24	81	36	2	89	81	80	7	3	39	46	95	16	78	59	54	73	26	55	50	1	33	77	20	63	39	43	99	60	34	59	36	66	46	89	7	79	20	13	81	58	58	28	26	87	86	79	60	63	33	9	64	17	38	35	31	76	30	29	88	63	40	23	80	85	63	86	63	82	50	96	40	7	23	65	94	60	95	5	22	27	65	37	95	2	72	26	30	1	54	17	15	93	91	94	30	53	32	44	34	81	39	25	88	13	41	33	72	35	89	94	13	53	82	8	55	53	33	36	5	38	52	19	31	94	13	12	98	44	55	83	76	46	8	15	58	48	47	30	83	35	75	95	40	8	54	46	61	86	81	65	24	32	36	6	77	100	17	74	95	23	56	70	68	63	85	26	63	83	7	97	70	33	43	9	40	97	54	100	82	34	17	57	17	4	62	93	3	30	66	97	53	73	66	20	88	2	97	50	85	3	46	6	35	88	14	75	84	19	26	18	52	42	74	20	45	88	12	99	69	29	95	73	1	13	93	88	66	89	89	2	44	34	7	78	74	72	52	9	90	30	78	93	23	52	12	20	91	75	18	11	3	13	84	56	77	76	43	42	16	84	44	59	17	2	89	42	74	92	3	63	21	80	8	44	83	19	63	73	46	80	84	100	44	67	55	72	94	50	14	61	33	9	20	1	10	8	43	83	99	97	98	72	76	5	15	59	75	77	31	20	8	66	20	52	84	26	23	29	75	88	90	7	48	61	60	58	20	2	92	70	98	89	41	25	45	55	83	20	83	66	91	91	83	62	42	67	88	16	47	62	56	36	21	3	96	80	60	15	33	4	85	82	92	77	6	89	32	89	60	14	6	50	4	88	64	97	6	51	65	53	12	20	40	84	22	36	63	82	2	47	85	38	28	28	15	34	68	98	74
27	11	31	29	0	67	18	92	15	76	42	79	28	5	98	67	89	20	54	3	53	8	50	89	45	29	68	11	62	36	8	87	62	71	69	42	89	87	33	3	14	26	34	93	31	31	59	71	2	65	25	54	72	26	94	68	55	62	31	16	49	38	55	62	60	23	4	100	61	88	55	26	14	88	18	96	18	29	66	20	93	42	25	16	68	71	83	22	84	13	89	32	3	95	45	14	70	48	66	30	36	20	56	1	7	25	96	24	53	13	95	45	54	72	12	21	94	47	94	77	11	83	60	65	77	4	79	46	4	44	28	39	15	35	91	21	59	86	96	12	98	91	8	51	14	20	24	7	18	17	83	28	99	94	93	28	97	23	25	100	18	52	90	32	38	80	52	97	65	47	60	14	89	19	65	2	90	40	8	7	56	42	35	7	35	79	86	32	1	10	83	18	14	25	49	51	4	100	99	21	46	10	86	35	29	2	36	70	41	96	77	49	89	63	55	24	41	40	7	41	1	41	10	14	65	58	65	21	57	63	93	54	25	78	88	53	80	76	74	72	23	50	20	11	64	74	86	56	65	92	48	66	33	57	79	49	14	95	69	22	10	61	76	34	91	15	38	70	42	11	41	16	13	13	27	76	38	64	84	3	56	31	20	40	40	50	88	5	97	9	27	6	69	54	39	59	20	76	80	62	38	73	77	50	85	55	26	22	71	61	76	78	91	47	17	82	49	56	87	45	64	13	50	85	18	40	95	37	67	75	98	4	47	27	54	83	33	31	4	55	91	32	32	33	30	100	15	78	56	1	22	71	65	23	7	82	14	2	18	80	76	68	36	74	46	41	56	30	71	11	85	13	94	16	45	24	16	11	1	23	63	75	45	79	97	52	60	11	5	30	42	32	49	77	5	94	17	12	75	39	74	59	51	68	27	48	43	42	10	95	16	73	69	12	3	18	15	63	28	19	44	21	50	92	50	6	37	66	17	11	57	43	22	59	10	48	58	52	41	68	46	8	92	67	19	94	84	34	8	63	52	51	83	54	94	32	59	82	50	28	45	6	22	66	64	31	65	22	34	5	41	31	12	84	97	82	77	32	15	85	94	19	87	29	72	33	12	82	14	61	61	10	18	82	75	34	64	91	7	49
47	47	80	58	30	0	28	40	58	60	6	94	5	24	33	33	47	65	45	81	30	57	93	40	75	27	66	8	90	9	66	39	55	64	70	65	93	97	4	2	8	61	96	13	85	80	97	83	96	41	63	25	50	8	16	24	34	34	83	75	42	100	65	96	63	34	60	55	83	15	8	90	76	55	54	12	34	51	46	29	43	61	54	44	68	21	67	1	6	1	75	47	100	92	95	62	25	6	68	59	73	76	1	100	82	54	63	16	56	8	44	51	68	49	94	35	22	13	87	27	65	14	26	17	5	20	78	29	77	98	88	49	25	40	100	6	93	62	21	1	70	17	51	37	65	96	24	38	8	10	65	25	23	90	41	79	61	70	60	37	19	99	38	43	38	37	1	30	51	73	30	20	89	32	8	6	28	31	43	87	93	7	63	67	48	3	46	8	25	5	97	43	3	86	86	40	22	38	21	24	10	51	43	99	34	3	56	13	85	98	52	77	57	14	44	4	69	89	64	93	93	60	35	47	45	72	86	18	9	6	42	19	8	36	69	94	90	24	6	75	73	9	51	81	23	46	37	43	34	100	35	78	11	21	76	7	93	61	24	53	19	17	23	26	5	91	19	46	66	77	20	91	85	23	71	59	68	59	1	54	58	87	83	20	8	59	26	52	19	2	4	37	70	79	15	26	69	33	72	87	61	91	77	46	13	99	56	33	10	9	86	19	95	68	39	54	26	16	57	97	17	13	85	39	91	99	64	59	84	35	97	44	78	25	89	42	76	97	74	85	5	11	3	99	79	41	5	56	9	61	4	25	73	89	15	63	87	79	74	70	65	22	66	94	47	6	36	22	2	61	58	6	24	60	57	54	53	61	9	61	21	13	37	46	53	52	60	39	82	33	61	98	55	26	92	53	31	79	26	33	91	83	90	14	42	46	67	46	6	28	58	79	92	95	24	44	98	83	34	79	68	94	76	74	71	19	26	2	97	51	86	88	85	75	53	78	21	20	24	26	99	81	56	90	27	31	85	24	66	18	54	33	64	30	6	34	100	83	87	97	85	72	36	69	47	88	46	67	59	69	44	57	2	52	98	80	82	82	4	47	52	9	31	67	90	88	52	90	70	39	86	6	10	21	74	8	60	20	26	19
40	22	75	93	73	73	0	73	6	6	28	53	9	36	35	75	78	23	27	67	44	65	4	50	26	24	23	34	83	94	11	53	34	32	28	78	4	52	50	10	57	29	14	66	17	48	92	94	70	18	60	14	34	63	15	12	38	37	45	72	31	55	25	16	39	4	45	42	55	47	3	11	75	68	28	91	16	72	84	37	41	95	2	75	9	68	86	46	5	82	70	87	88	46	54	26	49	98	20	3	96	74	65	71	42	45	13	9	16	49	97	56	43	51	82	52	18	67	49	74	100	18	60	40	63	65	17	11	15	36	65	10	62	30	32	3	74	45	63	41	93	59	96	87	61	78	38	79	96	39	4	48	56	64	87	71	80	3	33	94	91	98	56	52	79	87	6	4	83	68	44	75	78	91	62	91	68	51	21	16	89	24	15	97	39	53	19	19	55	51	64	97	100	19	100	78	58	5	33	40	24	76	67	2	67	80	92	86	30	12	53	71	87	67	67	26	19	85	44	26	87	7	74	87	78	74	16	87	78	49	26	2	76	44	55	94	23	98	80	53	61	84	23	47	51	41	72	21	25	67	98	11	26	24	49	3	97	17	89	26	65	66	79	92	62	33	86	84	82	65	88	42	48	62	41	50	2	64	23	78	31	72	41	56	47	89	10	43	5	50	21	21	15	99	13	76	84	98	12	17	14	99	59	13	61	51	15	14	14	89	92	44	12	32	99	59	72	8	1	29	57	73	49	24	24	13	51	7	62	62	23	27	13	33	40	25	83	6	38	49	46	81	92	57	64	43	15	88	2	68	16	59	40	16	34	63	29	36	21	90	50	96	17	62	28	8	38	63	65	27	11	10	8	54	66	23	96	33	10	98	100	77	8	91	93	93	54	21	28	26	62	77	21	30	90	1	89	79	15	53	6	77	14	65	30	80	87	78	12	49	27	63	25	34	53	17	78	58	89	57	84	3	34	56	32	75	8	21	54	22	25	59	98	39	75	80	70	61	9	33	61	35	95	86	20	47	54	97	5	95	53	40	97	38	95	80	65	55	52	18	76	77	28	26	67	2	5	36	14	13	68	75	99	62	12	18	60	17	14	16	63	18	55	11	56	2	43	20	56	94	89	83	22	68	8	88	21	64	23	86
28	42	12	26	3	75	95	0	15	44	8	30	6	78	37	69	85	90	11	56	45	4	44	79	78	63	39	65	35	2	40	72	82	81	84	59	36	58	54	50	53	13	79	59	90	15	79	74	4	89	29	100	44	24	31	21	38	69	38	24	22	77	96	3	9	79	14	44	88	67	93	41	31	72	51	73	38	29	98	94	69	79	45	12	54	75	85	92	43	22	67	65	98	62	19	6	92	32	2	32	50	94	72	33	17	74	5	55	54	2	100	22	32	44	33	86	19	69	29	13	90	95	77	39	9	48	45	100	31	98	31	33	91	54	65	8	79	69	14	32	22	65	53	6	8	38	91	78	6	71	91	48	17	19	86	25	66	82	77	49	79	7	81	70	13	45	29	91	65	94	75	38	58	27	43	65	16	85	95	74	55	85	21	72	3	6	48	21	88	24	69	18	83	49	87	95	45	67	37	9	60	11	98	69	90	41	34	57	77	28	30	84	64	2	55	66	8	2	86	47	78	6	64	60	54	3	6	50	69	94	58	81	57	8	49	46	48	34	54	76	13	84	59	76	85	65	94	44	19	31	42	96	37	6	7	42	60	12	92	28	57	1	60	13	8	9	10	7	94	64	83	7	99	93	34	35	58	27	31	76	10	72	23	46	77	29	39	88	40	82	68	96	83	27	61	42	87	70	49	81	33	83	87	83	27	72	18	84	99	48	11	8	19	33	5	48	61	95	35	52	77	54	100	11	81	60	52	67	29	52	99	14	86	37	96	13	9	65	48	59	12	59	66	83	91	22	82	4	16	68	55	92	22	54	2	2	13	6	20	94	57	19	7	95	7	54	7	15	19	54	73	82	64	90	64	55	11	45	58	79	65	64	22	86	70	76	39	34	81	10	27	89	80	85	83	87	39	89	1	57	95	26	90	58	15	54	64	78	50	73	56	66	37	29	51	6	4	41	91	84	51	18	73	30	2	55	16	92	96	69	100	90	94	90	99	60	95	63	37	96	35	44	62	71	73	12	28	76	53	19	12	3	88	36	84	41	90	100	33	37	68	84	26	13	73	25	72	19	87	61	15	73	4	76	44	28	39	23	56	43	93	67	97	80	2	81	21	43	32	5	80	99	88	57	63	13	33	34	31	71
94	97	44	50	72	39	77	63	0	61	84	5	54	50	2	85	3	34	57	46	65	61	77	63	49	33	77	13	66	10	43	88	56	92	31	57	63	69	85	77	82	69	82	87	18	35	71	73	68	28	70	32	40	46	46	40	30	22	52	47	83	47	35	90	38	65	46	52	86	31	29	19	99	10	5	68	44	27	40	63	6	9	94	46	6	39	37	36	12	89	82	94	87	16	84	24	33	81	75	70	11	55	88	61	16	92	81	11	70	20	73	76	81	66	73	38	56	9	73	67	49	7	61	35	22	96	10	6	76	85	75	87	91	62	99	7	5	79	17	75	51	90	2	83	7	26	20	63	86	45	29	35	51	89	69	24	36	79	30	12	15	56	50	57	18	48	63	74	27	80	48	29	21	1	11	27	26	30	89	12	74	18	98	76	58	66	100	94	96	29	57	62	36	6	19	5	5	81	79	83	12	78	11	32	79	21	59	56	3	47	19	76	16	16	52	74	34	3	19	81	83	75	43	18	32	13	23	36	45	1	19	57	78	29	40	8	50	50	16	52	97	34	79	64	50	82	37	83	84	7	15	66	81	57	36	64	21	58	100	66	10	18	74	39	98	13	47	47	63	14	50	11	47	81	74	48	62	63	82	98	69	97	15	2	53	50	65	26	7	16	91	16	33	16	7	31	28	53	29	42	18	31	4	64	11	30	12	24	92	93	21	12	89	36	65	94	37	82	19	44	97	61	11	30	76	17	12	3	21	40	97	38	22	100	54	32	81	65	56	72	9	28	36	50	15	100	43	52	81	13	47	78	73	57	59	48	26	22	2	98	13	98	88	35	50	41	66	30	57	73	54	17	1	89	66	15	40	8	18	73	20	64	50	92	73	60	39	50	81	93	47	93	90	86	79	91	78	45	73	86	17	26	3	69	66	68	36	5	28	53	77	47	17	78	91	89	89	81	38	21	73	36	66	15	74	44	5	51	88	29	37	57	54	39	77	71	58	12	28	85	17	56	84	33	86	26	73	74	58	62	95	83	49	12	97	22	55	53	73	95	82	61	3	87	51	79	10	60	43	37	45	59	92	80	43	77	5	67	3	14	80	49	96	28	60	92	50	66	97	74	60	30	86	14	16	36	93	25	95	87
13	91	97	5	22	91	33	78	9	0	35	92	88	83	87	15	94	31	16	60	27	41	19	56	26	33	23	13	77	100	60	15	64	2	63	68	24	53	53	1	13	87	92	100	22	31	66	15	61	82	26	39	74	45	46	52	29	68	16	57	19	27	23	83	29	85	2	4	89	54	56	1	93	48	100	66	30	65	32	90	98	58	80	24	54	25	75	34	44	42	90	63	69	12	97	49	96	98	52	36	4	7	36	48	6	87	13	35	3	96	76	53	53	55	76	6	31	2	39	75	43	80	37	11	43	85	59	38	82	62	25	37	69	60	84	26	46	48	13	49	44	88	53	48	95	28	6	25	81	96	51	23	76	87	86	18	71	96	8	5	58	32	93	78	44	29	55	41	28	67	41	23	7	93	71	1	20	76	77	100	23	28	75	98	66	60	68	89	7	27	45	16	10	37	93	53	17	48	46	45	14	86	67	72	79	89	24	50	16	1	2	39	80	76	88	97	87	7	85	45	33	81	61	95	70	5	99	86	52	44	82	18	30	49	89	60	89	13	61	5	65	62	43	96	89	30	92	27	89	29	72	21	61	84	15	30	88	14	16	40	9	97	9	90	97	49	49	86	13	10	90	29	23	84	24	12	65	68	90	53	96	13	26	8	96	92	38	84	57	5	75	66	53	35	55	50	83	56	87	96	17	28	24	39	63	100	2	27	67	92	32	14	56	57	21	52	48	58	35	5	14	61	22	67	95	28	68	29	83	54	24	99	33	100	90	95	51	91	21	17	34	4	82	90	60	2	41	60	12	27	16	25	39	89	43	33	16	10	61	99	15	37	49	47	88	38	41	38	29	14	6	14	17	87	3	29	40	95	40	3	21	7	80	11	95	22	43	62	32	56	12	46	44	61	45	31	50	85	20	30	50	25	44	19	11	46	99	2	41	38	5	13	96	84	76	90	5	18	51	88	25	63	86	68	75	30	50	24	66	69	54	16	93	97	86	55	94	84	9	86	21	13	51	16	96	26	57	52	95	59	40	20	73	25	87	47	6	89	23	71	57	76	38	2	24	23	8	69	6	16	55	78	80	5	45	75	30	53	27	24	12	18	95	36	94	34	35	51	22	57	21	30	84	11	31	59	85	91	27	43
